37,deep-learning-with-python-notebooks,2017-09-05T19:47:56Z,2020-10-02T11:34:18Z,11236,5669,fchollet,Jupyter Notebook,0
38,python-docs-samples,2015-05-04T23:26:13Z,2020-10-02T22:21:13Z,4500,4594,GoogleCloudPlatform,Python,0
39,awesome-python-login-model,2019-01-20T10:43:13Z,2020-10-02T08:42:48Z,12341,2681,Kr1s77,Python,0
40,python-fire,2017-02-21T21:35:07Z,2020-10-02T22:41:02Z,17768,1095,google,Python,7
41,python-telegram-bot,2015-07-07T15:30:39Z,2020-10-02T21:49:55Z,11859,2518,python-telegram-bot,Python,74
42,awesome-python-applications,2018-11-14T07:36:44Z,2020-10-02T19:37:28Z,11904,2132,mahmoud,Jupyter Notebook,0
43,python-scraping,2015-06-14T15:32:58Z,2020-10-02T10:44:02Z,3022,1886,REMitchell,Jupyter Notebook,0
44,Python3-Spider,2019-03-27T02:52:43Z,2020-10-02T13:13:35Z,1367,527,wkunzhi,Python,0
45,ISLR-python,2015-06-14T16:14:00Z,2020-10-02T18:45:06Z,2531,1747,JWarmenhoven,Jupyter Notebook,0
46,Machine-Learning-with-Python,2017-05-26T08:55:48Z,2020-10-02T20:34:24Z,2601,3295,susanli2016,Jupyter Notebook,0
47,python-cookbook,2013-04-08T11:01:19Z,2020-10-02T06:42:21Z,2927,1462,dabeaz,Python,0
48,interesting-python,2018-03-16T02:54:02Z,2020-10-01T05:58:00Z,3341,1316,Alfred1984,Jupyter Notebook,0
49,kafka-python,2012-09-24T13:00:26Z,2020-10-02T10:28:06Z,4032,1095,dpkp,Python,34
50,matplotlib,2011-02-19T03:17:12Z,2020-10-02T23:23:51Z,12247,5370,matplotlib,Python,49
51,introduction_to_ml_with_python,2016-05-29T18:29:47Z,2020-10-02T22:34:32Z,4898,3198,amueller,Jupyter Notebook,0
52,learn-python,2018-08-29T15:20:05Z,2020-10-02T20:10:20Z,5146,914,trekhleb,Python,0
53,python-mode,2011-09-18T09:41:07Z,2020-09-30T03:04:53Z,5102,881,python-mode,Vim script,1
54,python-instagram,2011-02-02T02:45:23Z,2020-10-02T20:33:46Z,2779,1145,facebookarchive,Python,0
55,Complete-Python-Bootcamp,2015-09-06T18:35:51Z,2020-10-01T08:23:02Z,1650,2612,jmportilla,Jupyter Notebook,0
56,google-api-python-client,2014-01-08T21:55:56Z,2020-10-02T03:05:17Z,4087,1733,googleapis,Python,43
57,scikit-learn,2010-08-17T09:43:38Z,2020-10-02T23:24:43Z,42478,20435,scikit-learn,Python,20
58,pkuseg-python,2018-08-05T06:41:07Z,2020-10-02T08:13:49Z,5061,802,lancopku,Python,2
59,PythonPlantsVsZombies,2019-08-28T13:34:16Z,2020-09-30T01:37:40Z,1409,323,marblexu,Python,0
60,python-for-android,2011-11-28T09:02:36Z,2020-10-01T04:18:56Z,6162,1340,kivy,Python,10
61,python-twitter,2012-09-12T06:51:02Z,2020-10-01T11:49:41Z,3045,935,bear,Python,12
62,python3_with_pleasure,2017-12-17T14:17:52Z,2020-09-29T02:20:18Z,3640,204,arogozhnikov,,0
63,scientific-python-lectures,2012-11-29T11:43:34Z,2020-10-01T11:25:56Z,2911,1644,jrjohansson,Jupyter Notebook,0
64,MachineLearning_Python,2016-10-17T15:44:59Z,2020-10-02T21:44:17Z,3287,1579,lawlite19,Python,0
65,c9-python-getting-started,2019-09-17T16:30:14Z,2020-10-02T01:41:00Z,6897,1947,microsoft,Jupyter Notebook,0
66,python-goose,2012-01-08T20:52:44Z,2020-10-02T23:01:58Z,3596,762,grangier,HTML,0
67,python-binance,2017-08-14T12:09:45Z,2020-10-01T20:39:16Z,1944,999,sammchardy,Python,0
68,python_interview_question,2019-03-02T03:57:17Z,2020-10-02T14:33:15Z,4030,1364,kenwoodjw,,0
69,DataSciencePython,2015-10-06T15:26:08Z,2020-10-02T04:09:12Z,4029,1310,ujjwalkarn,Python,0
70,python-small-examples,2019-11-17T01:47:01Z,2020-10-02T23:16:20Z,5109,1182,jackzhenguo,Python,0
71,Zappa,2016-01-20T21:57:04Z,2020-10-02T17:54:07Z,11108,1202,Miserlou,Python,6
72,py,2015-11-28T22:47:16Z,2020-10-02T10:55:39Z,1147,5310,codebasics,Jupyter Notebook,0
73,ml-coursera-python-assignments,2018-02-17T10:11:53Z,2020-10-02T18:56:58Z,3394,1331,dibgerge,Jupyter Notebook,0
74,pythonnet,2013-11-27T13:42:20Z,2020-10-02T07:17:44Z,2281,429,pythonnet,C#,11
75,awesome-python-webapp,2014-05-16T05:55:57Z,2020-09-30T10:11:16Z,1921,1695,michaelliao,,0
76,zhihu-python,2014-12-14T15:37:29Z,2020-10-01T13:57:49Z,2107,856,egrcc,Python,0
77,google-cloud-python,2014-01-28T15:51:47Z,2020-10-02T19:14:35Z,3358,1315,googleapis,,696
78,30-seconds-of-python,2018-01-08T12:17:16Z,2020-10-02T09:01:05Z,6673,924,30-seconds,Python,0
79,python-slackclient,2014-11-10T21:32:02Z,2020-10-02T23:55:07Z,2914,683,slackapi,Python,40
80,tweepy,2009-07-06T04:15:34Z,2020-10-02T16:48:16Z,7154,3248,tweepy,Python,12
81,GitPython,2010-11-30T17:34:03Z,2020-10-01T03:25:38Z,2857,664,gitpython-developers,Python,1
82,intermediatePython,2015-08-15T21:21:51Z,2020-09-30T03:15:38Z,3102,633,yasoob,Python,0
83,raven-python,2011-10-06T18:30:01Z,2020-09-25T11:49:38Z,1671,799,getsentry,Python,10
84,python_reference,2013-10-29T22:04:12Z,2020-10-01T19:38:28Z,2511,671,rasbt,Jupyter Notebook,0
85,shadowsocksr,2017-07-27T13:58:27Z,2020-10-02T02:26:57Z,5525,3310,shadowsocksr-backup,Python,0
86,python-docx,2013-10-15T14:50:41Z,2020-10-02T13:13:07Z,2345,666,python-openxml,Python,0
87,pyenv,2012-08-31T06:57:52Z,2020-10-03T00:16:15Z,20866,1827,pyenv,Shell,28
88,AlgorithmsByPython,2016-06-27T14:39:00Z,2020-10-02T09:13:55Z,2876,1135,Jack-Lee-Hiter,Python,0
89,python-social-auth,2012-12-12T16:08:42Z,2020-10-01T11:41:56Z,2790,1139,omab,Python,0
90,NLP-with-Python,2017-08-03T04:18:42Z,2020-10-02T12:53:57Z,1716,1399,susanli2016,Jupyter Notebook,0
91,RustPython,2018-05-28T19:27:01Z,2020-10-02T16:04:27Z,5970,434,RustPython,Rust,0
92,WhirlwindTourOfPython,2016-07-27T14:39:44Z,2020-10-01T15:37:39Z,2516,1162,jakevdp,Jupyter Notebook,0
93,mne-python,2011-01-28T03:31:13Z,2020-10-02T21:38:39Z,1395,797,mne-tools,Python,25
94,Kalman-and-Bayesian-Filters-in-Python,2014-05-16T19:24:36Z,2020-10-02T22:26:15Z,8788,2485,rlabbe,Jupyter Notebook,0
95,python-oauth2,2009-10-21T17:21:07Z,2020-09-29T06:54:23Z,2926,1044,joestump,Python,0
96,pyecharts,2017-06-22T02:50:25Z,2020-10-02T17:44:05Z,9806,2231,pyecharts,Python,0
97,autobahn-python,2011-07-27T15:22:13Z,2020-09-30T23:57:37Z,2214,617,crossbario,Python,0
98,google-maps-services-python,2014-08-15T04:35:30Z,2020-10-02T16:48:13Z,2889,1003,googlemaps,Python,15
99,Python-100-Days,2018-06-12T09:40:33Z,2020-10-03T00:33:35Z,2688,988,ZiniuLu,Python,0
100,mongo-python-driver,2009-01-15T15:18:06Z,2020-10-02T22:20:27Z,3119,960,mongodb,Python,7
